osm_id,name,lat,long
"749986988",Nam K? Kh?i Ngh?a,10.776882,106.697905
"758852506",Lê Du?n,10.778199,106.696491
"817119559",Tr?n H?ng ??o,10.769154,106.696525
"817119560",Tr?n H?ng ??o,10.769371,106.696630
"817119560",Tr?n H?ng ??o,10.769704,106.696940
"817119560",Tr?n H?ng ??o,10.770037,106.697249
"817119560",Tr?n H?ng ??o,10.770231,106.697429
"817119561",Yersin,10.769171,106.696494
"817119562",Tr?n H?ng ??o,10.769105,106.696288
"817119562",Tr?n H?ng ??o,10.768766,106.695985
"817119562",Tr?n H?ng ??o,10.768427,106.695683
"817119562",Tr?n H?ng ??o,10.768201,106.695482
"817513414",Nguy?n Th? Minh Khai,10.773579,106.689482
"817914011",Tr?n H?ng ??o,10.767946,106.695465
"817914013",Nguy?n Thái H?c,10.768044,106.695504
"817914014",Tr?n H?ng ??o,10.768180,106.695667
"817914014",Tr?n H?ng ??o,10.768521,106.695967
"817914014",Tr?n H?ng ??o,10.768862,106.696267
"817914014",Tr?n H?ng ??o,10.769085,106.696464
"817914015",Nguy?n Thái H?c,10.768055,106.695296
"817914016",Tr?n H?ng ??o,10.768031,106.695242
"818385418",Cách M?ng Tháng 8,10.772834,106.690955
"818385418",Cách M?ng Tháng 8,10.773052,106.690555
"818385418",Cách M?ng Tháng 8,10.773271,106.690155
"818385418",Cách M?ng Tháng 8,10.773410,106.689901
"880079910",Nguy?n Trãi,10.768578,106.689519
"880079910",Nguy?n Trãi,10.768262,106.689192
"880079910",Nguy?n Trãi,10.768071,106.688985
"1019648661",Tr?n H?ng ??o,10.767809,106.695058
"1019648661",Tr?n H?ng ??o,10.767468,106.694758
"1019648661",Tr?n H?ng ??o,10.767127,106.694458
"1019648661",Tr?n H?ng ??o,10.766936,106.694290
"1019648669",Tr?n H?ng ??o,10.765739,106.693237
"1019648669",Tr?n H?ng ??o,10.765415,106.692949
"1019648673",Tr?n H?ng ??o,10.766745,106.694122
"1019648673",Tr?n H?ng ??o,10.766404,106.693822
"1019648673",Tr?n H?ng ??o,10.766072,106.693529
"1019648682",,10.768998,106.696145
"1019648683",,10.768907,106.696261
"1027254616",Ký Con,10.767826,106.697854
"1027254616",Ký Con,10.768156,106.697543
"1027254616",Ký Con,10.768484,106.697228
"1027254616",Ký Con,10.768764,106.696970
"1041892671",Ph?m Ng? Lão,10.770071,106.696852
"1041892671",Ph?m Ng? Lão,10.769908,106.696426
"1041892671",Ph?m Ng? Lão,10.769816,106.696187
"1044171790",Tr?n H?ng ??o,10.770088,106.697180
"1044171790",Tr?n H?ng ??o,10.769753,106.696873
"1044171790",Tr?n H?ng ??o,10.769430,106.696579
"1120394224",Bùi Th? Xuân,10.767772,106.686471
"1120394224",Bùi Th? Xuân,10.767978,106.686636
"1120394225",Bùi Th? Xuân,10.767887,106.686466
"1120394225",Bùi Th? Xuân,10.767681,106.686275
"1120414528",C?ng Qu?nh,10.767503,106.686524
"1128344409",Công tr??ng Quách Th? Trang,10.771215,106.698632
"1128344409",Công tr??ng Quách Th? Trang,10.771021,106.698996
"1128344410",Công tr??ng Quách Th? Trang,10.771219,106.698868
"1128344410",Công tr??ng Quách Th? Trang,10.771357,106.698580
"1128344411",Công tr??ng Quách Th? Trang,10.771971,106.698792
"1128344411",Công tr??ng Quách Th? Trang,10.771609,106.698551
"1128344412",Công tr??ng Quách Th? Trang,10.771576,106.698643
"1128344412",Công tr??ng Quách Th? Trang,10.771859,106.698875
"1128344999",Công tr??ng Quách Th? Trang,10.771353,106.698401
"1128345000",Lê Lai,10.771241,106.696864
"1128345000",Lê Lai,10.771410,106.697288
"1128345000",Lê Lai,10.771559,106.697715
"1128345001",Lê Lai,10.771632,106.697656
"1128345001",Lê Lai,10.771459,106.697234
"1128345001",Lê Lai,10.771281,106.696830
"1128345002",Công tr??ng Quách Th? Trang,10.771423,106.698459
"1128345003",Công tr??ng Quách Th? Trang,10.771365,106.698467
"1128345004",Công tr??ng Quách Th? Trang,10.771411,106.698393
"1132278756",Lê Lai,10.771146,106.696586
"1132333807",Ph?m Ng? Lão,10.770204,106.697199
"1132333808",Ph?m Ng? Lão,10.770097,106.697101
"1144283676",Nguy?n Th? Minh Khai,10.773466,106.689355
"1144283678",Cách M?ng Tháng 8,10.773504,106.689507
"1155340877",Phó ??c Chính,10.770942,106.698973
"1155340878",Phó ??c Chính,10.770862,106.699126
"1156562233",Tr?n H?ng ??o,10.769339,106.696692
"1156562233",Tr?n H?ng ??o,10.769674,106.696998
"1156562233",Tr?n H?ng ??o,10.770012,106.697302
"1156562233",Tr?n H?ng ??o,10.770227,106.697443
"1156562234",Ký Con,10.769187,106.696508
"1162414403",Tr??ng ??nh,10.773767,106.694307
"1162414403",Tr??ng ??nh,10.774063,106.693961
"1162414403",Tr??ng ??nh,10.774359,106.693616
"1162414403",Tr??ng ??nh,10.774655,106.693270
"1162414403",Tr??ng ??nh,10.774946,106.692921
"1162414403",Tr??ng ??nh,10.775236,106.692570
"1162414403",Tr??ng ??nh,10.775525,106.692219
"1162414403",Tr??ng ??nh,10.775815,106.691868
"1162414403",Tr??ng ??nh,10.775970,106.691675
"1173914714",Bùi Th? Xuân,10.768606,106.687253
"1173914714",Bùi Th? Xuân,10.768403,106.687048
"1173914715",Bùi Th? Xuân,10.768821,106.687464
"1174192434",Ph?m Ng? Lão,10.766812,106.688495
"1174192435",Ph?m Ng? Lão,10.767388,106.690058
"1174192435",Ph?m Ng? Lão,10.767506,106.690378
"1174203561",Phó ??c Chính,10.770605,106.699212
"1175008029",Lê Lai,10.769475,106.692482
"1175008029",Lê Lai,10.769305,106.692058
"1175008029",Lê Lai,10.769134,106.691635
"1175008029",Lê Lai,10.768963,106.691212
"1175008029",Lê Lai,10.768792,106.690789
"1175008029",Lê Lai,10.768622,106.690365
"1175008029",Lê Lai,10.768490,106.690038
"1177820835",Nguy?n Thái H?c,10.768467,106.695199
"1177820835",Nguy?n Thái H?c,10.768858,106.694969
"1177820835",Nguy?n Thái H?c,10.769088,106.694834
"1178195270",Lê Thánh Tôn,10.773934,106.698839
"1178195270",Lê Thánh Tôn,10.773679,106.698462
"1178195270",Lê Thánh Tôn,10.773496,106.698190
"1180976159",Cách M?ng Tháng 8,10.773365,106.689773
"1180976159",Cách M?ng Tháng 8,10.773206,106.690077
"1185215939",Ngã n?m C?ng Qu?nh,10.766659,106.688350
"1185215940",Ngã n?m C?ng Qu?nh,10.766785,106.688320
"1185264964",Lê Thánh Tôn,10.773320,106.697912
"1185264964",Lê Thánh Tôn,10.773178,106.697684
"1185268320",Phó ??c Chính,10.770246,106.699428
"1185268320",Phó ??c Chính,10.769858,106.699661
"1185268320",Phó ??c Chính,10.769542,106.699851
"1185424339",Nguy?n Trãi,10.767187,106.688421
"1185424339",Nguy?n Trãi,10.766887,106.688306
"1185425438",Lê Lai,10.768355,106.689712
"1185425438",Lê Lai,10.768204,106.689360
"1185864079",Công tr??ng Quách Th? Trang,10.771549,106.698217
"1185864079",Công tr??ng Quách Th? Trang,10.771663,106.697941
"1185915486",Nguy?n Th? Minh Khai,10.770548,106.686587
"1185915486",Nguy?n Th? Minh Khai,10.770878,106.686899
"1185915486",Nguy?n Th? Minh Khai,10.771143,106.687141
"1201009710",Nguy?n Th? Minh Khai,10.775848,106.691512
"1201009711",Nguy?n Th? Minh Khai,10.775916,106.691593
"1207122945",Phó ??c Chính,10.769396,106.699939
"1211088878",Phan B?i Châu,10.772214,106.698870
"1217870281",Công tr??ng Quách Th? Trang,10.771197,106.698313
"1217870282",Công tr??ng Quách Th? Trang,10.771222,106.698226
"1217870283",Công tr??ng Quách Th? Trang,10.771494,106.698149
"1217870283",Công tr??ng Quách Th? Trang,10.771382,106.698358
"1218693155",Ph?m Ng? Lão,10.768747,106.693487
"1218693155",Ph?m Ng? Lão,10.768915,106.693911
"1218693155",Ph?m Ng? Lão,10.769083,106.694336
"1218693155",Ph?m Ng? Lão,10.769183,106.694588
"1218695543",Bùi Th? Xuân,10.768205,106.686838
"1218695543",Bùi Th? Xuân,10.768033,106.686658
"1219420939",Tôn Th?t Tùng,10.770788,106.687751
"1219420939",Tôn Th?t Tùng,10.771085,106.687407
"1219420939",Tôn Th?t Tùng,10.771238,106.687233
"1220049397",Lê Lai,10.770214,106.694313
"1220172472",Nguy?n Th? Ngh?a,10.769720,106.694336
"1220172472",Nguy?n Th? Ngh?a,10.769361,106.694538
"1221943882",Ký Con,10.767658,106.698008
"1228345132",Lê L?i,10.773166,106.699693
"1228345132",Lê L?i,10.772836,106.699380
"1228345132",Lê L?i,10.772507,106.699067
"1228345132",Lê L?i,10.772302,106.698873
"1228345136",Calmette,10.769558,106.697966
"1228345136",Calmette,10.769797,106.697787
"1228345137",Lê L?i,10.773087,106.699778
"1228345137",Lê L?i,10.772757,106.699466
"1228345137",Lê L?i,10.772427,106.699154
"1228345137",Lê L?i,10.772214,106.698952
"1228550741",Tr??ng ??nh,10.771340,106.696546
"1228550742",Tr??ng ??nh,10.772274,106.695858
"1228550742",Tr??ng ??nh,10.772617,106.695570
"1228551477",Calmette,10.770037,106.697610
"1228551477",Calmette,10.770240,106.697467
"1228551656",Ký Con,10.769033,106.696710
"1228572417",Calmette,10.768592,106.698711
"1228572417",Calmette,10.768950,106.698432
"1228572417",Calmette,10.769252,106.698197
"1239028499",???ng Lý T? Tr?ng,10.775822,106.699047
"1262474510",Ph?m Vi?t Chánh,10.767925,106.685496
"1265213606",Lê Lai,10.768090,106.689081
"1265405856",Bà Huy?n Thanh Quan,10.774814,106.690584
"1265743176",Ngã sáu Phù ??ng,10.771478,106.693212
"1265743177",Ngã sáu Phù ??ng,10.771445,106.693367
"1265743189",Ngã sáu Phù ??ng,10.771387,106.693062
"1265743190",Ngã sáu Phù ??ng,10.771243,106.693415
"1265743191",Nguy?n Th? Ngh?a,10.770219,106.694049
"1267006205",Ngã n?m C?ng Qu?nh,10.766717,106.688198
"1267006212",Tr?n H?ng ??o,10.768234,106.695422
"1267006213",Ngã sáu Phù ??ng,10.771353,106.693448
"1267006214",Nguy?n Th? Minh Khai,10.773774,106.689640
"1267006215",Nguy?n Th? Minh Khai,10.778616,106.694110
"1267006215",Nguy?n Th? Minh Khai,10.778951,106.694418
"1267006215",Nguy?n Th? Minh Khai,10.779286,106.694725
"1267006215",Nguy?n Th? Minh Khai,10.779512,106.694933
"1267006225",Yersin,10.769310,106.696422
"1267138239",Ngã sáu Phù ??ng,10.771266,106.693091
"1267694075",Nam K? Kh?i Ngh?a,10.770756,106.701248
"1267913078",Tr?n H?ng ??o,10.770426,106.697608
"1267913078",Tr?n H?ng ??o,10.770761,106.697915
"1267913078",Tr?n H?ng ??o,10.770997,106.698130
"1267913079",???ng Lý T? Tr?ng,10.772920,106.695613
"1267913079",???ng Lý T? Tr?ng,10.773185,106.695983
"1267913079",???ng Lý T? Tr?ng,10.773450,106.696354
"1267913079",???ng Lý T? Tr?ng,10.773714,106.696725
"1267913079",???ng Lý T? Tr?ng,10.773921,106.697016
"1267913080",Tr??ng ??nh,10.772937,106.695257
"1267913080",Tr??ng ??nh,10.773237,106.694915
"1267913080",Tr??ng ??nh,10.773503,106.694612
"1267913090",Nam K? Kh?i Ngh?a,10.775743,106.699094
"1267913092",Lê Thánh Tôn,10.774487,106.699407
"1267913092",Lê Thánh Tôn,10.774196,106.699135
"1268380525",Lê L?i,10.773426,106.699941
"1268643577",,10.770823,106.701218
"1269264061",Ngã n?m C?ng Qu?nh,10.766717,106.688367
"1276296304",Bùi Th? Xuân,10.770700,106.689266
"1276296304",Bùi Th? Xuân,10.770407,106.688990
"1276296305",Lê Th? Riêng,10.770555,106.689374
"1276296305",Lê Th? Riêng,10.770363,106.689021
"1276694408",Bùi Th? Xuân,10.771613,106.690126
"1276694408",Bùi Th? Xuân,10.771282,106.689814
"1276694408",Bùi Th? Xuân,10.770991,106.689540
"1278204168",Yersin,10.768498,106.696785
"1278204168",Yersin,10.768912,106.696602
"1278204168",Yersin,10.769130,106.696514
"1289160316",Lê Lai,10.769938,106.693629
"1289160316",Lê Lai,10.769768,106.693206
"1289160316",Lê Lai,10.769622,106.692843
"1296762105",Lê L?i,10.773327,106.700005
"1296762107",Lê L?i,10.773247,106.700058
"1296762109",Lê L?i,10.773149,106.700123
"1307904642",Yersin,10.767951,106.697042
"1307904642",Yersin,10.768227,106.696919
"1313420763",Nguy?n Th? Minh Khai,10.777842,106.693382
"1313420763",Nguy?n Th? Minh Khai,10.778172,106.693694
"1313420763",Nguy?n Th? Minh Khai,10.778393,106.693904
"1328367384",Nguy?n Du,10.773486,106.694294
"1328367384",Nguy?n Du,10.773223,106.693923
"1328367384",Nguy?n Du,10.772958,106.693552
"1328367384",Nguy?n Du,10.772693,106.693182
"1328367384",Nguy?n Du,10.772428,106.692811
"1328367384",Nguy?n Du,10.772189,106.692477
"1343964595",Nam K? Kh?i Ngh?a,10.774079,106.699806
"1343964595",Nam K? Kh?i Ngh?a,10.773780,106.699931
"1344042985",Tr??ng ??nh,10.771852,106.696196
"1344042985",Tr??ng ??nh,10.772066,106.696031
"1344042987",Ph?m H?ng Thái,10.771158,106.695722
"1344042987",Ph?m H?ng Thái,10.771136,106.696178
"1344042987",Ph?m H?ng Thái,10.771123,106.696466
"1346116862",Lê Thánh Tôn,10.773034,106.697456
"1346116862",Lê Thánh Tôn,10.772881,106.697216
"1359546564",C?ng Qu?nh,10.767657,106.686202
"1359546565",C?ng Qu?nh,10.767618,106.686284
"1359546566",Bùi Th? Xuân,10.767576,106.686313
"1359546567",Bùi Th? Xuân,10.767612,106.686231
"1359552381",Nguy?n Th? Minh Khai,10.768378,106.684601
"1359552384",C?ng Qu?nh,10.768423,106.684585
"1359552387",C?ng Qu?nh,10.768309,106.684782
"1359552388",C?ng Qu?nh,10.768193,106.684919
"1368966928",Tr?n H?ng ??o,10.770901,106.697930
"1368966928",Tr?n H?ng ??o,10.770568,106.697621
"1368966928",Tr?n H?ng ??o,10.770329,106.697400
"1391978411",???ng Lý T? Tr?ng,10.774127,106.697307
"1391978411",???ng Lý T? Tr?ng,10.774408,106.697664
"1391978411",???ng Lý T? Tr?ng,10.774698,106.697992
"1423071618",Ngã sáu Phù ??ng,10.771401,106.693426
"1423071621",Ph?m H?ng Thái,10.771279,106.694527
"1423071621",Ph?m H?ng Thái,10.771302,106.694071
"1423071621",Ph?m H?ng Thái,10.771336,106.693639
"1423071622",Ngã sáu Phù ??ng,10.771305,106.693452
